,fighter1,fighter2,fighter1_kd,fighter2_kd,fighter1_str,fighter2_str,fighter1_td,fighter2_td,fighter1_sub,fighter2_sub,weight_class,method,round,time,event,winner
1963,Sultan Aliev,Keita Nakamura,0,0,25,29,2,0,0,0,Welterweight,U-DEC,3,5:00,UFC Fight Night: Overeem vs. Oleinik,Sultan Aliev
1964,Alexander Yakovlev,Alex Da Silva,0,0,14,8,1,1,1,0,Lightweight,SUB  Schultz Front Headlock,2,3:10,UFC Fight Night: Overeem vs. Oleinik,Alexander Yakovlev
1965,Shamil Abdurakhimov,Marcin Tybura,1,0,36,28,0,0,0,0,Heavyweight,KO/TKO  Punches,2,3:15,UFC Fight Night: Overeem vs. Oleinik,Shamil Abdurakhimov
1966,Michal Oleksiejczuk,Gadzhimurad Antigulov,3,0,8,6,0,0,0,0,Light Heavyweight,KO/TKO  Punch,1,0:44,UFC Fight Night: Overeem vs. Oleinik,Michal Oleksiejczuk
1967,Magomed Mustafaev,Rafael Fiziev,1,0,10,1,0,0,0,0,Lightweight,KO/TKO  Spinning Back Kick,1,1:26,UFC Fight Night: Overeem vs. Oleinik,Magomed Mustafaev
1968,Dustin Poirier,Max Holloway,0,0,178,181,1,0,0,1,Lightweight,U-DEC,5,5:00,UFC 236: Holloway vs. Poirier 2,Dustin Poirier
1969,Israel Adesanya,Kelvin Gastelum,4,0,109,91,0,1,2,0,Middleweight,U-DEC,5,5:00,UFC 236: Holloway vs. Poirier 2,Israel Adesanya
1970,Khalil Rountree Jr.,Eryk Anders,4,0,79,16,0,0,0,0,Light Heavyweight,U-DEC,3,5:00,UFC 236: Holloway vs. Poirier 2,Khalil Rountree Jr.
1971,Dwight Grant,Alan Jouban,0,0,38,24,0,1,0,0,Welterweight,S-DEC,3,5:00,UFC 236: Holloway vs. Poirier 2,Dwight Grant
1972,Nikita Krylov,Ovince Saint Preux,0,0,27,4,1,3,2,0,Light Heavyweight,SUB  Rear Naked Choke,2,2:30,UFC 236: Holloway vs. Poirier 2,Nikita Krylov
1973,Matt Frevola,Jalin Turner,0,0,31,35,4,0,2,1,Lightweight,U-DEC,3,5:00,UFC 236: Holloway vs. Poirier 2,Matt Frevola
1974,Alexandre Pantoja,Wilson Reis,1,0,23,1,0,1,0,0,Flyweight,KO/TKO  Punch,1,2:58,UFC 236: Holloway vs. Poirier 2,Alexandre Pantoja
1975,Max Griffin,Zelim Imadaev,0,0,47,64,6,0,3,0,Welterweight,M-DEC,3,5:00,UFC 236: Holloway vs. Poirier 2,Max Griffin
1976,Khalid Taha,Boston Salmon,1,0,5,0,0,0,0,0,Bantamweight,KO/TKO  Punch,1,0:25,UFC 236: Holloway vs. Poirier 2,Khalid Taha
1977,Belal Muhammad,Curtis Millender,0,0,47,48,2,0,0,0,Welterweight,U-DEC,3,5:00,UFC 236: Holloway vs. Poirier 2,Belal Muhammad
1978,Montel Jackson,Andre Soukhamthath,0,0,64,30,3,1,0,0,Bantamweight,U-DEC,3,5:00,UFC 236: Holloway vs. Poirier 2,Montel Jackson
1979,Poliana Botelho,Lauren Mueller,0,0,47,47,2,0,0,0,Women's Flyweight,U-DEC,3,5:00,UFC 236: Holloway vs. Poirier 2,Poliana Botelho
1980,Brandon Davis,Randy Costa,0,0,35,46,0,0,1,0,Bantamweight,SUB  Rear Naked Choke,2,1:12,UFC 236: Holloway vs. Poirier 2,Brandon Davis
1981,Justin Gaethje,Edson Barboza,1,0,20,13,0,0,0,0,Lightweight,KO/TKO  Punch,1,2:30,UFC Fight Night: Barboza vs. Gaethje,Justin Gaethje
1982,Jack Hermansson,David Branch,0,0,3,1,1,0,1,0,Middleweight,SUB  Guillotine Choke,1,0:49,UFC Fight Night: Barboza vs. Gaethje,Jack Hermansson
1983,Josh Emmett,Michael Johnson,1,0,22,24,0,0,0,0,Featherweight,KO/TKO  Punch,3,4:14,UFC Fight Night: Barboza vs. Gaethje,Josh Emmett
1984,Michelle Waterson-Gomez,Karolina Kowalkiewicz,0,0,64,57,2,0,1,0,Women's Strawweight,U-DEC,3,5:00,UFC Fight Night: Barboza vs. Gaethje,Michelle Waterson-Gomez
1985,Paul Craig,Kennedy Nzechukwu,0,0,25,40,1,0,2,0,Light Heavyweight,SUB  Triangle Choke,3,4:20,UFC Fight Night: Barboza vs. Gaethje,Paul Craig
1986,Sodiq Yusuff,Sheymon Moraes,1,0,73,54,0,0,0,0,Featherweight,U-DEC,3,5:00,UFC Fight Night: Barboza vs. Gaethje,Sodiq Yusuff
1987,Marina Rodriguez,Jessica Aguilar,1,0,118,50,0,0,0,1,Women's Strawweight,U-DEC,3,5:00,UFC Fight Night: Barboza vs. Gaethje,Marina Rodriguez
1988,Desmond Green,Ross Pearson,1,0,25,12,1,0,0,0,Lightweight,KO/TKO  Punches,1,2:52,UFC Fight Night: Barboza vs. Gaethje,Desmond Green
1989,Kevin Aguilar,Enrique Barzola,0,0,58,52,0,0,0,0,Featherweight,U-DEC,3,5:00,UFC Fight Night: Barboza vs. Gaethje,Kevin Aguilar
1990,Kevin Holland,Gerald Meerschaert,0,0,27,10,1,6,2,4,Middleweight,S-DEC,3,5:00,UFC Fight Night: Barboza vs. Gaethje,Kevin Holland
1991,Casey Kenney,Ray Borg,0,0,32,17,2,7,0,0,Bantamweight,U-DEC,3,5:00,UFC Fight Night: Barboza vs. Gaethje,Casey Kenney
1992,Maryna Moroz,Sabina Mazo,0,0,56,64,1,0,0,0,Women's Flyweight,U-DEC,3,5:00,UFC Fight Night: Barboza vs. Gaethje,Maryna Moroz
1993,Alex Perez,Mark De La Rosa,0,0,60,26,2,0,0,0,Bantamweight,U-DEC,3,5:00,UFC Fight Night: Barboza vs. Gaethje,Alex Perez
1994,Anthony Pettis,Stephen Thompson,1,0,32,47,0,0,0,0,Welterweight,KO/TKO  Punch,2,4:55,UFC Fight Night: Thompson vs. Pettis,Anthony Pettis
1995,Curtis Blaydes,Justin Willis,0,0,22,2,7,0,0,0,Heavyweight,U-DEC,3,5:00,UFC Fight Night: Thompson vs. Pettis,Curtis Blaydes
1996,John Makdessi,Jesus Pinedo,0,0,73,37,0,0,0,0,Lightweight,U-DEC,3,5:00,UFC Fight Night: Thompson vs. Pettis,John Makdessi
1997,Jussier Formiga,Deiveson Figueiredo,0,0,26,14,3,0,0,0,Flyweight,U-DEC,3,5:00,UFC Fight Night: Thompson vs. Pettis,Jussier Formiga
1998,Luis Pena,Steven Peterson,0,0,52,34,1,4,0,1,Featherweight,U-DEC,3,5:00,UFC Fight Night: Thompson vs. Pettis,Luis Pena
1999,Maycee Barber,JJ Aldrich,0,0,55,25,0,0,0,0,Women's Flyweight,KO/TKO  Punches,2,3:01,UFC Fight Night: Thompson vs. Pettis,Maycee Barber
2000,Bryce Mitchell,Bobby Moffett,0,0,17,9,0,5,2,2,Featherweight,U-DEC,3,5:00,UFC Fight Night: Thompson vs. Pettis,Bryce Mitchell
2001,Marlon Vera,Frankie Saenz,1,0,12,4,0,0,0,0,Bantamweight,KO/TKO  Punch,1,1:25,UFC Fight Night: Thompson vs. Pettis,Marlon Vera
2002,Jennifer Maia,Alexis Davis,0,0,60,72,0,1,0,0,Women's Flyweight,U-DEC,3,5:00,UFC Fight Night: Thompson vs. Pettis,Jennifer Maia
2003,Randa Markos,Angela Hill,0,0,13,2,1,0,1,0,Women's Strawweight,SUB  Armbar,1,4:24,UFC Fight Night: Thompson vs. Pettis,Randa Markos
2004,Chris Gutierrez,Ryan MacDonald,0,0,69,15,0,0,0,0,Bantamweight,U-DEC,3,5:00,UFC Fight Night: Thompson vs. Pettis,Chris Gutierrez
2005,Jordan Espinosa,Eric Shelton,0,0,47,25,1,0,0,0,Flyweight,U-DEC,3,5:00,UFC Fight Night: Thompson vs. Pettis,Jordan Espinosa
2006,Jorge Masvidal,Darren Till,1,1,35,21,1,1,0,0,Welterweight,KO/TKO  Punch,2,3:05,UFC Fight Night: Till vs. Masvidal,Jorge Masvidal
2007,Leon Edwards,Gunnar Nelson,1,0,31,9,2,3,0,0,Welterweight,S-DEC,3,5:00,UFC Fight Night: Till vs. Masvidal,Leon Edwards
2008,Dominick Reyes,Volkan Oezdemir,0,0,44,35,0,1,0,0,Light Heavyweight,S-DEC,3,5:00,UFC Fight Night: Till vs. Masvidal,Dominick Reyes
2009,Nathaniel Wood,Jose Quinonez,0,0,30,34,2,1,2,0,Bantamweight,SUB  Rear Naked Choke,2,2:46,UFC Fight Night: Till vs. Masvidal,Nathaniel Wood
2010,Claudio Silva,Danny Roberts,0,0,19,26,3,0,4,0,Welterweight,SUB  Armbar,3,2:37,UFC Fight Night: Till vs. Masvidal,Claudio Silva
2011,Jack Marshman,John Phillips,0,1,31,32,0,0,0,0,Middleweight,S-DEC,3,5:00,UFC Fight Night: Till vs. Masvidal,Jack Marshman
2012,Arnold Allen,Jordan Rinaldi,1,0,37,30,0,0,0,0,Featherweight,U-DEC,3,5:00,UFC Fight Night: Till vs. Masvidal,Arnold Allen
2013,Marc Diakiese,Joe Duffy,1,0,63,15,3,1,0,0,Lightweight,U-DEC,3,5:00,UFC Fight Night: Till vs. Masvidal,Marc Diakiese
2014,Saparbeg Safarov,Nicolae Negumereanu,0,0,70,11,3,0,0,0,Light Heavyweight,U-DEC,3,5:00,UFC Fight Night: Till vs. Masvidal,Saparbeg Safarov
2015,Dan Ige,Danny Henry,1,0,10,4,1,0,1,0,Featherweight,SUB  Rear Naked Choke,1,1:17,UFC Fight Night: Till vs. Masvidal,Dan Ige
2016,Molly McCann,Priscila Cachoeira,0,0,107,75,2,0,2,0,Women's Flyweight,U-DEC,3,5:00,UFC Fight Night: Till vs. Masvidal,Molly McCann
2017,Mike Grundy,Nad Narimani,1,0,33,22,1,0,0,0,Featherweight,KO/TKO  Punches,2,4:42,UFC Fight Night: Till vs. Masvidal,Mike Grundy
2018,Junior Dos Santos,Derrick Lewis,1,0,29,7,0,0,0,0,Heavyweight,KO/TKO  Punches,2,1:58,UFC Fight Night: Lewis vs. Dos Santos,Junior Dos Santos
2019,Elizeu Zaleski dos Santos,Curtis Millender,0,0,6,0,1,0,1,0,Welterweight,SUB  Rear Naked Choke,1,2:35,UFC Fight Night: Lewis vs. Dos Santos,Elizeu Zaleski dos Santos
2020,Niko Price,Tim Means,1,0,32,31,0,1,0,0,Welterweight,KO/TKO  Punch,1,4:50,UFC Fight Night: Lewis vs. Dos Santos,Niko Price
2021,Blagoy Ivanov,Ben Rothwell,0,0,72,70,0,0,0,0,Heavyweight,U-DEC,3,5:00,UFC Fight Night: Lewis vs. Dos Santos,Blagoy Ivanov
2022,Beneil Dariush,Drew Dober,0,0,37,31,2,0,1,0,Lightweight,SUB  Armbar,2,4:41,UFC Fight Night: Lewis vs. Dos Santos,Beneil Dariush
2023,Omari Akhmedov,Tim Boetsch,0,0,52,41,0,0,0,0,Middleweight,U-DEC,3,5:00,UFC Fight Night: Lewis vs. Dos Santos,Omari Akhmedov
2024,Anthony Rocco Martin,Sergio Moraes,0,0,50,19,0,3,0,0,Welterweight,U-DEC,3,5:00,UFC Fight Night: Lewis vs. Dos Santos,Anthony Rocco Martin
2025,Yana Santos,Marion Reneau,0,0,98,58,1,1,0,0,Women's Bantamweight,U-DEC,3,5:00,UFC Fight Night: Lewis vs. Dos Santos,Yana Santos
2026,Grant Dawson,Julian Erosa,0,0,57,49,6,0,1,1,Featherweight,U-DEC,3,5:00,UFC Fight Night: Lewis vs. Dos Santos,Grant Dawson
2027,Maurice Greene,Jeff Hughes,0,0,70,66,0,0,0,0,Heavyweight,S-DEC,3,5:00,UFC Fight Night: Lewis vs. Dos Santos,Maurice Greene
2028,Matt Schnell,Louis Smolka,0,0,14,13,1,0,2,0,Bantamweight,SUB  Triangle Choke,1,3:18,UFC Fight Night: Lewis vs. Dos Santos,Matt Schnell
2029,Alex Morono,Zak Ottow,0,0,25,10,0,1,1,0,Welterweight,KO/TKO  Elbows,1,3:34,UFC Fight Night: Lewis vs. Dos Santos,Alex Morono
2030,Alex White,Dan Moret,0,0,49,42,2,1,3,0,Lightweight,U-DEC,3,5:00,UFC Fight Night: Lewis vs. Dos Santos,Alex White
2031,Jon Jones,Anthony Smith,0,0,125,36,3,0,0,0,Light Heavyweight,U-DEC,5,5:00,UFC 235: Jones vs. Smith,Jon Jones
2032,Kamaru Usman,Tyron Woodley,0,0,141,34,2,0,0,0,Welterweight,U-DEC,5,5:00,UFC 235: Jones vs. Smith,Kamaru Usman
2033,Ben Askren,Robbie Lawler,0,0,0,26,1,1,1,0,Welterweight,SUB  Bulldog Choke,1,3:20,UFC 235: Jones vs. Smith,Ben Askren
2034,Zhang Weili,Tecia Torres,0,0,63,30,2,0,0,0,Women's Strawweight,U-DEC,3,5:00,UFC 235: Jones vs. Smith,Zhang Weili
2035,Pedro Munhoz,Cody Garbrandt,1,0,25,21,0,0,0,0,Bantamweight,KO/TKO  Punch,1,4:52,UFC 235: Jones vs. Smith,Pedro Munhoz
2036,Zabit Magomedsharipov,Jeremy Stephens,0,0,70,41,3,0,0,0,Featherweight,U-DEC,3,5:00,UFC 235: Jones vs. Smith,Zabit Magomedsharipov
2037,Johnny Walker,Misha Cirkunov,1,0,4,1,0,0,0,0,Light Heavyweight,KO/TKO  Flying Knee,1,0:36,UFC 235: Jones vs. Smith,Johnny Walker
2038,Cody Stamann,Alejandro Perez,0,0,48,41,0,1,0,0,Bantamweight,U-DEC,3,5:00,UFC 235: Jones vs. Smith,Cody Stamann
2039,Diego Sanchez,Mickey Gall,0,0,56,23,4,0,0,0,Welterweight,KO/TKO  Punches,2,4:13,UFC 235: Jones vs. Smith,Diego Sanchez
2040,Edmen Shahbazyan,Charles Byrd,1,0,13,1,0,0,0,0,Middleweight,KO/TKO  Elbows,1,0:38,UFC 235: Jones vs. Smith,Edmen Shahbazyan
2041,Macy Chiasson,Gina Mazany,1,0,25,14,0,0,0,0,Women's Bantamweight,KO/TKO  Punch,1,1:49,UFC 235: Jones vs. Smith,Macy Chiasson
2042,Hannah Cifers,Polyana Viana,1,0,67,77,0,0,0,0,Women's Strawweight,S-DEC,3,5:00,UFC 235: Jones vs. Smith,Hannah Cifers
2043,Thiago Santos,Jan Blachowicz,1,0,52,20,1,0,0,0,Light Heavyweight,KO/TKO  Punch,3,0:39,UFC Fight Night: Blachowicz vs. Santos,Thiago Santos
2044,Stefan Struve,Marcos Rogerio de Lima,0,1,0,25,1,0,1,0,Heavyweight,SUB  Arm Triangle,2,2:21,UFC Fight Night: Blachowicz vs. Santos,Stefan Struve
2045,Michal Oleksiejczuk,Gian Villante,1,0,14,9,0,0,0,0,Light Heavyweight,KO/TKO  Punch,1,1:34,UFC Fight Night: Blachowicz vs. Santos,Michal Oleksiejczuk
2046,Liz Carmouche,Lucie Pudilova,0,0,14,33,3,0,2,2,Women's Flyweight,U-DEC,3,5:00,UFC Fight Night: Blachowicz vs. Santos,Liz Carmouche
2047,Petr Yan,John Dodson,0,1,80,30,2,2,0,0,Bantamweight,U-DEC,3,5:00,UFC Fight Night: Blachowicz vs. Santos,Petr Yan
2048,Magomed Ankalaev,Klidson Abreu,1,0,30,23,1,0,0,0,Light Heavyweight,U-DEC,3,5:00,UFC Fight Night: Blachowicz vs. Santos,Magomed Ankalaev
2049,Dwight Grant,Carlo Pedersoli Jr.,1,0,20,17,0,1,0,0,Welterweight,KO/TKO  Punch,1,4:59,UFC Fight Night: Blachowicz vs. Santos,Dwight Grant
2050,Chris Fishgold,Daniel Teymur,0,0,14,17,5,1,2,0,Featherweight,SUB  Rear Naked Choke,2,1:10,UFC Fight Night: Blachowicz vs. Santos,Chris Fishgold
2051,Gillian Robertson,Veronica Hardy,0,0,5,23,2,1,1,0,Women's Flyweight,SUB  Rear Naked Choke,2,3:27,UFC Fight Night: Blachowicz vs. Santos,Gillian Robertson
2052,Damir Hadzovic,Marco Polo Reyes,0,0,58,24,2,0,0,0,Lightweight,KO/TKO  Punches,2,2:03,UFC Fight Night: Blachowicz vs. Santos,Damir Hadzovic
2053,Ismail Naurdiev,Michel Prazeres,0,0,63,15,0,3,1,0,Welterweight,U-DEC,3,5:00,UFC Fight Night: Blachowicz vs. Santos,Ismail Naurdiev
2054,Diego Ferreira,Rustam Khabilov,0,0,83,43,0,3,1,0,Lightweight,U-DEC,3,5:00,UFC Fight Night: Blachowicz vs. Santos,Diego Ferreira
2055,Damir Ismagulov,Joel Alvarez,0,0,64,38,0,0,0,0,Lightweight,U-DEC,3,5:00,UFC Fight Night: Blachowicz vs. Santos,Damir Ismagulov
2056,Francis Ngannou,Cain Velasquez,0,0,6,1,0,0,0,0,Heavyweight,KO/TKO  Punches,1,0:26,UFC Fight Night: Ngannou vs. Velasquez,Francis Ngannou
2057,Paul Felder,James Vick,0,0,55,61,0,0,0,0,Lightweight,U-DEC,3,5:00,UFC Fight Night: Ngannou vs. Velasquez,Paul Felder
2058,Cynthia Calvillo,Cortney Casey,0,0,82,73,0,0,0,0,Women's Strawweight,U-DEC,3,5:00,UFC Fight Night: Ngannou vs. Velasquez,Cynthia Calvillo
2059,Kron Gracie,Alex Caceres,0,0,2,4,1,0,1,0,Featherweight,SUB  Rear Naked Choke,1,2:06,UFC Fight Night: Ngannou vs. Velasquez,Kron Gracie
2060,Vicente Luque,Bryan Barberena,1,1,163,169,0,0,2,0,Welterweight,KO/TKO  Knee,3,4:54,UFC Fight Night: Ngannou vs. Velasquez,Vicente Luque
2061,Andre Fili,Myles Jury,0,1,98,76,0,0,0,0,Featherweight,U-DEC,3,5:00,UFC Fight Night: Ngannou vs. Velasquez,Andre Fili
2062,Aljamain Sterling,Jimmie Rivera,0,0,101,24,0,0,0,0,Bantamweight,U-DEC,3,5:00,UFC Fight Night: Ngannou vs. Velasquez,Aljamain Sterling
2063,Manny Bermudez,Benito Lopez,0,0,7,7,1,0,1,0,Bantamweight,SUB  Guillotine Choke,1,3:09,UFC Fight Night: Ngannou vs. Velasquez,Manny Bermudez
2064,Andrea Lee,Ashlee Evans-Smith,0,0,111,66,0,2,0,0,Women's Flyweight,U-DEC,3,5:00,UFC Fight Night: Ngannou vs. Velasquez,Andrea Lee
2065,Nik Lentz,Scott Holtzman,0,0,71,54,5,0,1,0,Lightweight,U-DEC,3,5:00,UFC Fight Night: Ngannou vs. Velasquez,Nik Lentz
2066,Luke Sanders,Renan Barao,1,0,39,40,0,0,0,0,Bantamweight,KO/TKO  Punch,2,1:01,UFC Fight Night: Ngannou vs. Velasquez,Luke Sanders
2067,Emily Whitmire,Aleksandra Albu,0,0,3,2,1,0,1,0,Women's Strawweight,SUB  Rear Naked Choke,1,1:01,UFC Fight Night: Ngannou vs. Velasquez,Emily Whitmire
2068,Israel Adesanya,Anderson Silva,0,0,65,31,0,0,0,0,Middleweight,U-DEC,3,5:00,UFC 234: Adesanya vs. Silva,Israel Adesanya
2069,Lando Vannata,Marcos Mariano,0,0,20,3,1,0,1,0,Lightweight,SUB  Kimura,1,4:55,UFC 234: Adesanya vs. Silva,Lando Vannata
2070,Ricky Simon,Rani Yahya,2,0,54,47,4,0,0,0,Bantamweight,U-DEC,3,5:00,UFC 234: Adesanya vs. Silva,Ricky Simon
2071,Montana De La Rosa,Nadia Kassem,0,0,21,5,2,0,3,0,Women's Flyweight,SUB  Armbar,2,2:37,UFC 234: Adesanya vs. Silva,Montana De La Rosa
2072,Jimmy Crute,Sam Alvey,1,0,14,3,0,0,0,0,Light Heavyweight,KO/TKO  Punches,1,2:49,UFC 234: Adesanya vs. Silva,Jimmy Crute
2073,Devonte Smith,Dong Hyun Ma,1,0,19,1,0,0,0,0,Lightweight,KO/TKO  Punch,1,3:53,UFC 234: Adesanya vs. Silva,Devonte Smith
2074,Shane Young,Austin Arnett,1,0,120,77,0,0,0,0,Featherweight,U-DEC,3,5:00,UFC 234: Adesanya vs. Silva,Shane Young
2075,Kai Kara-France,Raulian Paiva,0,0,58,67,2,0,0,1,Flyweight,S-DEC,3,5:00,UFC 234: Adesanya vs. Silva,Kai Kara-France
2076,Kyung Ho Kang,Teruto Ishihara,1,1,26,17,1,0,1,0,Bantamweight,SUB  Rear Naked Choke,1,3:59,UFC 234: Adesanya vs. Silva,Kyung Ho Kang
2077,Jalin Turner,Callan Potter,1,0,9,3,0,0,0,0,Lightweight,KO/TKO  Kick,1,0:53,UFC 234: Adesanya vs. Silva,Jalin Turner
2078,Jonathan Martinez,Wulijiburen,0,0,47,17,1,3,0,1,Bantamweight,U-DEC,3,5:00,UFC 234: Adesanya vs. Silva,Jonathan Martinez
2079,Marlon Moraes,Raphael Assuncao,1,0,10,2,0,0,1,0,Bantamweight,SUB  Guillotine Choke,1,3:17,UFC Fight Night: Assuncao vs. Moraes 2,Marlon Moraes
2080,Jose Aldo,Renato Moicano,0,0,26,24,0,0,0,0,Featherweight,KO/TKO  Punches,2,0:44,UFC Fight Night: Assuncao vs. Moraes 2,Jose Aldo
2081,Demian Maia,Lyman Good,0,0,0,0,2,0,2,0,Welterweight,SUB  Rear Naked Choke,1,2:38,UFC Fight Night: Assuncao vs. Moraes 2,Demian Maia
2082,Charles Oliveira,David Teymur,0,1,28,26,1,0,1,0,Lightweight,SUB  Anaconda Choke,2,0:55,UFC Fight Night: Assuncao vs. Moraes 2,Charles Oliveira
